id,source,topic,domain_code,domain,type,question,optionA,optionB,optionC,optionD,optionE,optionF,correct,explanation
0161,Cortex_Dashboards_and_Reports,Cortex: Dashboards and Reports,,D3.5 Dashboards & Reports,single,An analyst wants to generate a recurring scheduled report from an existing dashboard. What is the correct sequence of actions?,"Go to Widget Library, right-click the dashboard, and select Schedule Report.","Go to Dashboard Manager, right-click the dashboard, select **Save as report template**, then edit the template to define a schedule.","Go to Reports, click **+New Template**, and link it to the dashboard.","Go to Dashboard Manager, click **+New Template**, and set the dashboard as the data source.",,,B,"The source states you right-click a dashboard in Dashboard Manager and select ""Save as report template,"" then you can edit the resulting template to define a schedule. Generated reports are then downloaded from the Reports page, not the Dashboard Manager."
0162,Cortex_Dashboards_and_Reports,Cortex: Dashboards and Reports,,D3.5 Dashboards & Reports,single,Which Dashboards & Reports component is the correct place to set a dashboard as the default for the tenant?,Dashboards,Widget Library,Report Templates,Dashboard Manager,,,D,"The knowledge check in the source explicitly identifies Dashboard Manager as the component where you right-click a dashboard and choose ""Set as default."" The Dashboards view displays the dashboards but does not expose that management action."
0163,Cortex_Dashboards_and_Reports,Cortex: Dashboards and Reports,,D3.5 Dashboards & Reports,single,A security engineer needs to build a custom visualization that queries `xdr_data` for endpoint telemetry and displays the result as a chart. Which component and workflow should they use?,Dashboard Manager → Edit → Insert Query Block,Reports page → right-click → Generate Report,Widget Library → click the plus icon (+) → enter name/description → write XQL query → define visualization → Save widget,Report Templates → +New Template → add XQL widget block,,,C,"The source describes a four-step process entirely within the Widget Library: click the plus icon, add a name and description, write the XQL query (with optional XQL Helper), define the visualization type, and save. Dashboard Manager and Report Templates do not expose widget-creation workflows."
0164,Cortex_Dashboards_and_Reports,Cortex: Dashboards and Reports,,D3.5 Dashboards & Reports,multi,"In the Widget Library, which two creation modes are available when starting a new widget? (Choose two.)",Import widget from JSON,Create an XQL widget,Create a LEEF widget,Create a script widget,Clone widget from dashboard,,B|D,"The source screenshot of the Widget Library welcome screen shows exactly two buttons: ""Create an XQL widget"" and ""Create a script widget."" JSON import, LEEF, and clone-from-dashboard are not listed as widget creation options in this section."
0165,Cortex_Dashboards_and_Reports,Cortex: Dashboards and Reports,,D3.5 Dashboards & Reports,single,"After a custom XQL widget is saved, where can it be found?",In the Reports page alongside previously run reports.,In the Dashboard Manager under custom dashboards.,"In the Widget Library, listed alongside other existing widgets.",In Report Templates as a reusable template block.,,,C,"Step 4 of the widget creation workflow in the source states: ""After your widget has been created, you can locate the custom widget with the list of existing widgets"" inside the Widget Library. The widget must then be added to a dashboard separately."
0166,Cortex_Dashboards_and_Reports,Cortex: Dashboards and Reports,,D3.5 Dashboards & Reports,single,A Cortex administrator wants to replicate a dashboard configuration to a newly provisioned tenant for onboarding purposes. Which capability supports this?,Clone the dashboard from Dashboard Manager and manually recreate it on the target tenant.,Export the dashboard as a JSON file and import it on the target tenant.,Export the dashboard as a CSV file and import it using the Data Source Onboarder.,Use the Report Templates page to export a PDF copy of the dashboard layout.,,,B,"The source states: ""Cortex supports exporting and importing dashboards and report templates in JSON formats. This allows you to easily transfer configurations between different environments, which can be useful for onboarding, migration, backup, and general sharing."" CSV and PDF are not supported formats for this purpose."
0167,Cortex_Dashboards_and_Reports,Cortex: Dashboards and Reports,,D3.5 Dashboards & Reports,multi,Which of the following operations can be performed directly from the Dashboard Manager right-click context menu? (Choose two.),Clone,Add Widget,Set as default,Generate Report,Archive,,A|C,"The source screenshot of the Dashboard Manager context menu lists: Edit, Set as default, Clone, Show more (with Clone with All Tenants, Hide dashboard, Set max with All Tenants), and Delete. ""Generate Report"" is available from the Report Templates context menu, not Dashboard Manager. ""Add Widget"" and ""Archive"" do not appear in the described menu."
0168,Cortex_Dashboards_and_Reports,Cortex: Dashboards and Reports,,D3.5 Dashboards & Reports,single,A user downloaded a completed report but later needs to re-run the same report on demand without modifying the schedule. Which navigation path and action accomplish this?,Dashboards & Reports > Reports > right-click > Re-run Report,Dashboards & Reports > Dashboard Manager > right-click > Generate Report,Dashboards & Reports > Report Templates > right-click > Generate Report,Dashboards & Reports > Widget Library > right-click > Run Report,,,C,"The source specifies that to generate a report on-demand you navigate to Dashboards & Reports > Report Templates, right-click a report, and click ""Generate Report."" The completed report is then downloaded from the Reports page. The Dashboard Manager does not offer a Generate Report option; that option lives on the Report Templates page."
0169,Cortex_Data_Models,Cortex: Data Models,,D3.2 Data Modeling,single,"In the XDM data flow topology, a proxy server that receives traffic from a workstation and forwards it to an internal web server is classified as which component type?",Source,Observer,Intermediate,Target,,,C,"The source defines an intermediate as ""a system or device that receives data from one or more sources and forwards it to one or more targets"" and lists routers, servers, and proxies as examples. The workstation is the source; the web server is the target; the proxy sits in between and is therefore an intermediate."
0170,Cortex_Data_Models,Cortex: Data Models,,D3.1 Parsing / D3.2 Data Modeling,single,What is a key behavioral difference between a parsing rule and a data model rule regarding the original log data?,Parsing rules map data on read; data model rules alter data at ingestion time.,Parsing rules are reversible; data model rules are permanent.,Parsing rules alter data irreversibly at ingestion; data model rules map data on read without changing the raw data.,"Both rule types permanently alter data, but data model rules include schema validation.",,,C,"The source's comparison table states parsing rules ""Alters data with changes that are irreversible"" and occur during ingestion, while data model rules are ""Mapped on read (search)"" and occur post-ingestion. The raw data remains untouched when data model rules are used."
